"Review_ID","Model_Name","Review_Date","Location","User_Type","Source","Ownership_Months","Review_Text"
"REV02246","Activa 125","2026-03-13","Jaipur","Daily Commuter","MouthShut","9","Office se ghar, market, everywhere Activa 125 ne saath diya. Reliable bike hai. 9 months mein sirf routine service. Koi bada problem nahi aaya. Honda zindabad!"
"REV02247","Activa 6G","2025-03-04","Delhi NCR","Beginner Rider","Service Center","4","Heat management bahut bekar hai Activa 6G mein. Summer mein legs pe bahut heat aati hai. Delhi ki garmi mein toh aur bhi bura haal. Honda should fix this seriously."
"REV02248","Hornet 2.0","2024-03-23","Hyderabad","Track Rider","Team-BHP","15","Hornet 2.0 liya 15 mahine pehle. Already brake disc warped, chain tension issue twice. Quality control seems poor. Honda ke naam pe itni quality expected nahi thi. Very disappointing. bahut accha hai. first service free mila. no complaints. value for money hai."
"REV02249","Activa 125","2025-02-01","Hyderabad","Beginner Rider","BikeWale","12","Mixed review for Activa 125. City use ke liye best hai - nippy, easy to handle, good mileage. Highway use ke liye nahi is best - vibrations aate hain, stability thodi kam lagti hai. Know your use case. vibration feel hota hai. bhai kya bike hai. pothole mein problem. heat bahut aati hai."
"REV02250","CBR650R","2024-04-15","Delhi NCR","Office Goer","Instagram","21","CBR650R - incredible motorcycle, challenging ownership. The engineering is flawless and performance is epic. But the practical aspects of owning a superbike in India - service, parts, fuel cost - are sobering. pothole mein problem. service costly hai. service center nearby hai. Fuel cost mein saving hui company conveyance se."
"REV02251","Dio","2026-05-06","Kolkata","Long Distance Rider","Service Center","15","Maine Dio liya tha high expectations ke saath but disappointed hoon. Pickup average hai, mileage 40 se kam aa raha hai. Dealer ne jo claims kiye the wo sab jhooth nikla. vibration feel hota hai. recommend karunga. insurance cheap tha."
"REV02252","Dio","2024-11-09","Hyderabad","Office Goer","Facebook","15","Dio ek reliable daily rider hai. Koi bada issue nahi aaya, but chhoti chhoti cheezein hain jo irritate karti hain - dim headlight, hard seat, limited storage. Honda ko premium feel dena chahiye. insurance cheap tha. vibration feel hota hai. ekdum mast. daily commute ke liye perfect."
"REV02253","Dio","2024-09-01","Pune","Office Goer","Facebook","22","Maine Dio liya 22 mahine pehle aur mast experience raha hai. Mileage bahut accha hai, daily commute ke liye perfect hai. Honda ki build quality pe trust hai. Highly recomend karunga apne area ke logo ko. vibration feel hota hai. Pune rains mein bhi reliable. Fuel cost mein saving hui company conveyance se."
"REV02254","Activa 125","2025-07-30","Pune","Daily Commuter","Facebook","6","Pathetic experience with Activa 125. Bought 6 months back, already had 2 major issues. Brake pads worn out early, and the self-start has become unreliable. Not worth the price. resale value acchi hai. insurance cheap tha. mileage mast hai. EMI affordable hai. Pune ke ghats pe mast feel hota hai."
"REV02255","CBR1000RR-R Fireblade","2025-11-17","Pune","Enthusiast","BikeWale","8","CBR1000RR-R Fireblade has too much heat soak in city riding. The exhaust routing passes close to the rider and gets extremely uncomfortable in stop-and-go traffic. A design oversight on Honda's part. bahut accha hai. pothole mein problem. Pune rains mein bhi reliable."
"REV02256","Hornet 2.0","2025-08-18","Mumbai","Daily Commuter","Facebook","1","After 1 months with Hornet 2.0, I have a balanced view. The riding dynamics are superb and fuel efficiency is great. However, the heat from the engine in slow traffic is genuinely uncomfortable. heat bahut aati hai. mileage mast hai. thoda improve karo Honda. value for money hai. Mumbai traffic mein bhi manageable hai. Office aane jaane mein bahut convenient."
"REV02257","Shine 125","2024-04-29","Lucknow","Enthusiast","YouTube Comments","26","The Shine 125 heating issue is real and serious. In summer Delhi heat, the engine and exhaust area gets extremely hot making it uncomfortable to ride. Honda needs to address this. life set ho gayi. bahut khush hoon. engine smooth hai. pothole mein problem. Hazratganj se Gomti nagar tak roze jaata hoon."
"REV02258","Activa 6G","2025-04-17","Jaipur","Office Goer","Instagram","6","Positive side pe Activa 6G bahut stylish lagti hai aur mileage bhi accha hai. But negative side mein - seat hard hai long rides ke liye, storage bahut limited hai. 3.5/5 deta hoon. city mein bhi accha."
"REV02259","Dio","2025-11-23","Jaipur","Family User","BikeWale","11","Maine Dio liya tha high expectations ke saath but disappointed hoon. Pickup average hai, mileage 40 se kam aa raha hai. Dealer ne jo claims kiye the wo sab jhooth nikla. Rajasthan ki garmi mein test ho gaya."
"REV02260","CBR650R","2025-02-10","Pune","Enthusiast","MouthShut","19","After 19 months with CBR650R, I love and hate it equally. Love: performance, looks, handling, braking. Hate: daily usability, heat in traffic, maintenance cost. It's complicated. service center nearby hai. city mein bhi accha. bhai kya bike hai. Group rides mein sab impress ho jaate hain."
"REV02261","Unicorn","2025-04-27","Delhi NCR","Office Goer","Service Center","6","Unicorn review from a daily commuter: city riding is excellent. But highway vibrations past 80 kmph are noticeable. Service is decent but a bit expensive. Overall 3.5 out of 5 stars. heat bahut aati hai. Fuel cost mein saving hui company conveyance se."
"REV02262","CBR1000RR-R Fireblade","2024-03-18","Pune","Track Rider","Twitter","10","Track day on CBR1000RR-R Fireblade was the highlight of my riding career. The electronics package is superb - traction control, multiple riding modes, quick shifter. Honda has outdone themselves. city mein bhi accha. pothole mein problem. service center nearby hai."
"REV02263","Dio","2024-10-20","Kolkata","Long Distance Rider","MouthShut","1","Dio mein seat height thodi zyada hai. Short log jaise main uncomforatble feel karte hain traffic mein. Honda ko ye improve karna chahiye tha. Suspension bhi hard lagti hai. bhai kya bike hai. maintenance low hai. insurance cheap tha. Kolkata ki purani sadkon pe suspension test ho jaata hai. Touring ke liye really good bike hai."
"REV02264","CBR1000RR-R Fireblade","2024-07-17","Mumbai","Family User","Instagram","17","CBR1000RR-R Fireblade has too much heat soak in city riding. The exhaust routing passes close to the rider and gets extremely uncomfortable in stop-and-go traffic. A design oversight on Honda's part. bibi bhi khush hai."
"REV02265","Shine 125","2025-09-10","Lucknow","Enthusiast","Twitter","2","Shine 125 ne meri soch badal di Honda ke baare mein. Previously had other brands, but this is on another level. Quality, comfort, mileage - sab accha hai. Long may it continue. maintainance low hai. ekdum mast. Lucknow ki sadkon pe bahut comfrtable."
"REV02266","Dio","2024-09-27","Mumbai","Daily Commuter","MouthShut","10","Dio mera second Honda hai. Pehle bhi Honda use ki thi, wahi trust se liya. Delivery experience accha tha, salesman ne sab features clearly explain kiye. Ride quality excellent. bhai kya bike hai. Mumbai locals ke baad bike pe aana relief hai."
"REV02267","Activa 6G","2024-02-04","Pune","Beginner Rider","Twitter","25","Positive side pe Activa 6G bahut stylish lagti hai aur mileage bhi accha hai. But negative side mein - seat hard hai long rides ke liye, storage bahut limited hai. 3.5/5 deta hoon."
"REV02268","Dio","2024-05-16","Bangalore","Enthusiast","BikeWale","10","Dio is superb for daily office use. No vibrations, smooth ride. Mileage mast hai around 50kmpl. Only issue is seat comfort on long rides but for city it's perfect. Namma Bengaluru ki roads pe accha."
"REV02269","CBR650R","2025-11-01","Mumbai","Long Distance Rider","Service Center","16","CBR650R has too much heat soak in city riding. The exhaust routing passes close to the rider and gets extremely uncomfortable in stop-and-go traffic. A design oversight on Honda's part. starting kabhi problem nahi."
"REV02270","CBR650R","2025-05-01","Bangalore","Office Goer","YouTube Comments","26","CBR650R deserves all the praise it gets for performance. But Honda India needs to build better infrastructure for premium bike owners. Service support is inadequate for the price you pay. Tech park commute ke liye perfect."
"REV02271","CB350RS","2025-12-05","Pune","Enthusiast","BikeWale","30","Office goer hoon, CB350RS se bahut satisfied hoon. City traffic mein handle karna easy hai. Mileage 50kmpl consistently aa raha hai. Service cost reasonable hai. No regrets. maintenence low hai. storage kam hai. daily commute ke liye perfect."
"REV02272","Unicorn","2025-04-10","Chennai","Daily Commuter","MouthShut","17","Chain drive of Unicorn makes lots of noise even after proper lubrication and adjustment. Dealer says it's normal but it clearly isn't. Quality issue jo Honda recognize nahi kar raha."
"REV02273","Unicorn","2024-03-13","Delhi NCR","Female Rider","BikeWale","8","Unicorn mein features bahut basic hain. No Bluetooth, no USB charging, no LED properly. Competitors itna dete hain is price mein. Honda still living in old era. Wake up Honda! bhai kya bike hai. storage kam hai. vibration feel hota hai. NCR roads pe smooth ride."
"REV02274","Unicorn","2025-07-07","Rural Uttar Pradesh","Enthusiast","BikeWale","25","Unicorn liya 25 mahine pehle. Already brake disc warped, chain tension issue twice. Quality control seems poor. Honda ke naam pe itni quality expected nahi thi. Very disappointing. service center nearby hai. Weekend rides ke liye waiting rehti hai."
"REV02275","Dio","2025-08-30","Rural Uttar Pradesh","Enthusiast","Instagram","19","Dio ka service cost bahut zyada hai. Har 3000 km pe service le jaao, aur 1500-2000 rupees le lete hain. Mileage bhi sirf 38-40 aa raha hai jo claim se kam hai. resale value acchi hai."
"REV02276","Dio","2026-05-30","Mumbai","Female Rider","Instagram","26","Dio liye 26 mahine ho gaye. Pros: fuel efficient, reliable, low maintenance generally. Cons: service centre rude staff, storage cramped, vibration at highway speeds. Net net okay hai. mileage mast hai. Mumbai traffic mein bhi manageable hai."
"REV02277","Dio","2024-02-08","Mumbai","Track Rider","Team-BHP","28","Maine Dio liya 28 mahine pehle aur mast experience raha hai. Mileage bahut accha hai, daily commute ke liye perfect hai. Honda ki build quality pe trust hai. Highly recommend karunga apne area ke logo ko. bahut khush hoon. heat bahut aati hai. Track pe iska alag hi character nikalta hai."
"REV02278","Dio","2025-04-02","Lucknow","Female Rider","Instagram","6","Bahut khush hoon Dio se. Daily 25km commute karta hoon, no issues. Petrol cost bhi kam ho gayi pehle wali bike se compare karein toh. Recommended for office goers. life set ho gayi. bhai kya bike hai. daily commute ke liye perfect. city mein bhi accha. Ladies ke liye handling bahut easy hai."
"REV02279","Activa 6G","2025-03-01","Hyderabad","Female Rider","Team-BHP","23","Office se ghar, market, everywhere Activa 6G ne saath diya. Reliable bike hai. 23 months mein sirf routine service. Koi bada problem nahi aaya. Honda zindabad! EMI affordable hai. no complaints. mileage mast hai. daily commute ke liye perfect."
"REV02280","Dio","2024-09-14","Hyderabad","Long Distance Rider","Instagram","30","Positive side pe Dio bahut stylish lagti hai aur mileage bhi accha hai. But negative side mein - seat hard hai long rides ke liye, storage bahut limited hai. 3.5/5 deta hoon. starting kabhi problem nahi. on road price zyada lag raha tha. on road price zyada lag raha tha. Touring ke liye really good bike hai."
"REV02281","Activa 6G","2025-05-08","Kolkata","Female Rider","MouthShut","23","Maine Activa 6G liya tha high expectations ke saath but disappointed hoon. Pickup average hai, mileage 40 se kam aa raha hai. Dealer ne jo claims kiye the wo sab jhooth nikla. engine smooth hai. daily commute ke liye perfect. storage kam hai. bhai kya bike hai. Durga Puja mein naya liya tha. Ladies ke liye handling bahut easy hai."
"REV02282","Activa 125","2024-06-19","Hyderabad","Long Distance Rider","BikeWale","10","Bhai Activa 125 leke bahut khush hoon. Colour options bhi acche hain. Starting problem kabhi nahi aai. Maintenance cost bhi low hai. Overall 5 star from my side. bahut accha hai. vibration feel hota hai. Touring ke liye really good bike hai."
"REV02283","Activa 125","2026-04-11","Pune","Office Goer","Facebook","26","After using Activa 125 for 26 months, I can say it's good but not great. The engine is refined and fuel efficiency is commendable. However, the seat comfort and storage space are areas needing improvement. first service free mila. storage kam hai. first service free mila. bibi bhi khush hai. Pune rains mein bhi reliable."
